Date,Target Name,Target Tags,Target Description,Revenue,Revenue Year,Sector,Buyers,Sellers,Valorisation,Operation Type,Transaction Amount
02 sept. 2024,LYMIA,"France |, Île-de-France",Logiciel spécialisé dans le sourcing de candidats,,N/A,Logiciel et services informatiques,CORUSCANT (WELCOME TO T...,FONDATEUR(S),0-20 M€,M&A Corporate,0-20
02 sept. 2024,EUROPEAN STYLE,"Émirats Arabes Unis |, Etranger",Réalisation de vitrines sur mesure,,N/A,Services & Conseil aux entreprises,"GROUPE RC CONCEPT (RC G..., CREDIT MUTUEL EQUITY",n.d.,n.d.,Build-up international,n.d.
02 sept. 2024,TAKUL,"Royaume-Uni |, Etranger",Marque de produits Halal,n.d.,N/A,N/A,"ISLA DÉLICE, PERWYN",FONDATEUR(S),n.d.,Build-up international,N/A
02 sept. 2024,CASE CORPORATE FINANCE (VOIR CASE...,"Europe |, Etranger",Banques d’affaires mid-cap,,N/A,N/A,CASE CASSIOPEA,MANAGER(S),n.d.,Fusion,n.d.
02 sept. 2024,GLOBE GROUPE,"France |, Île-de-France","Groupe de communication hors média, spécialisé dans le rapprochement consommateur/marques (shopper marketing)",107,2023,"Média, Marketing/Communication et Télécom",,n.d.,n.d.,Refinancement,50-150
02 sept. 2024,SOPRA BANKING SOFTWARE,"France |, Île-de-France",Édition de logiciels bancaires,335,2023,Logiciel et services informatiques,AXWAY SOFTWARE,GROUPE SOPRA STERIA,330 M€,M&A Corporate,N/A
02 sept. 2024,STAFFMATCH,"France |, Île-de-France",Agences d'interim dématérialisées,129,2023,"Internet & ecommerce, eservices","ISAI, BNP PARIBAS DEVELOPPEMENT","FONDATEUR(S)
                    
                                                ,                                                            
                                
                                                                                                                    BNP PARIBAS DEVELOPPEMENT",n.d.,OBO bis,n.d.
31 août 2024,REDSTONE SOLUTION,"France |, Auvergne-Rhône-Alpes",Logiciel de gestion de la maintenance technique des magasins.,,N/A,Logiciel et services informatiques,BPIFRANCE INVESTISSEMENT,n/a,0-5 M€,Amorçage (seed),N/A
31 août 2024,BLUE PARTNERS FINANCE (VOIR BLUE ...,"France |, Île-de-France",Cabinet de conseil spécialisée en M&A,,N/A,N/A,"BLUE PARTNERS FINANCE -..., BAKER TILLY INTERNATIONAL","MANAGER(S)
                    
                                                ,                                                            
                                                                        FONDATEUR(S)
                    
                                                ,                                                            
                                
                                                                                                                    BAKER TILLY INTERNATIONAL",0-20 M€,Fusion,0-20
30 août 2024,CPS CONCEPT,"France |, Grand Est",Solution numérique globale pour les professionnels de santé.,,N/A,Logiciel et services informatiques,COMPUGROUP MEDICAL (CGM),MANAGER(S),n.d.,M&A (Int'l),n.d.
30 août 2024,BIZMEETING,"France |, Île-de-France","Société de location de sites de réceptions d'entreprise (séminaires, réunions, conférences...)",,N/A,"Internet & ecommerce, eservices",NABOO,PRIVATEASER,0-20 M€,M&A Corporate,0-20
30 août 2024,DARWIN DATA,"France |, Île-de-France",Éditeur d'un outil logiciel de mesure et reporting de l'impact des entreprises sur la biodiversité,,N/A,Logiciel et services informatiques,ASTERION,n/a,0-5 M€,Amorçage (seed),N/A
30 août 2024,RE'FLEX SERVICES,"France |, Grand Est",Agences de travail temporaire,30,2023,Services & Conseil aux entreprises,JUBIL INTERIM,"FONDATEUR(S)
                    
                                                ,                                                            
                                                                        MANAGER(S)",0-20 M€,Prise de participation,0-20
30 août 2024,ESSOR (BRANDED/HEYDAY),"États-Unis |, Etranger","Agrégateurs de marques de produits de grande consommation (Boka, Puracy, ZitSticka, FreshCap, OTOTO, Viking Revolution, Iron Flask...) sur les places de marché d’Amazon, Walmart et Target",362,2023,"Internet & ecommerce, eservices","C4 VENTURES, TARGET GLOBAL, DECLARATION PARTNERS, THE RAINE GROUP, PREMJI INVEST (PI), KHOSLA VENTURES",n/a,250-500 M€,2e tour,N/A
30 août 2024,OPTIMUM TRACKER,"France |, Région Sud - Provence-A",Concepteur de trackers solaires pilotés par des logiciels pour optimiser les centrales photovoltaïques,25,2023,Environnement & CleanTechs,ORAXYS,n/a,n.d.,Augmentation de capital,N/A
30 août 2024,KWAN-TEK,"France |, Bretagne",Solutions de métrologie utilisant des capteurs quantiques à base de diamant NV,,N/A,Electronique & Informatique,"BREIZH REBOND, SOCIETE FINANCIERE LORI..., IXCORE IXFUND, DEFENSE ANGELS, BRETAGNE SUD ANGELS",n/a,0-20 M€,Amorçage (seed),N/A
29 août 2024,ACTIVITÉ DE SALADE EN SACHET DE B...,"France |, Hauts-de-France",Salade en sachet,,N/A,N/A,"LAITERIE SAINT DENIS DE..., LES CRUDETTES",BONDUELLE,n.d.,M&A Corporate,n.d.
29 août 2024,NPA CONSEIL,"France |, Île-de-France",Conseil dans le secteur des médias et des services numériques,5,2023,Services & Conseil aux entreprises,INFLUENCIA,FONDATEUR(S),0-20 M€,M&A Corporate,0-20
29 août 2024,ACTIVITÉ DE SALADE EN SACHET DE B...,"Allemagne |, Etranger",Salade en sachet,,N/A,N/A,TAYLOR FARMS,BONDUELLE,n.d.,M&A (Int'l),n.d.
29 août 2024,NRJX,"France |, Île-de-France",Éditeur d'un logiciel d'optimisation de la consommation énergétique des petits industriels,,N/A,Logiciel et services informatiques,"BPIFRANCE INVESTISSEMENT, RING CAPITAL, OSS VENTURES",n/a,0-20 M€,Amorçage (seed),N/A
29 août 2024,IMMOBUSOL PROPRETÉ,"France |, Occitanie",Entretien des parties communes d’immeubles auprès des syndics de copropriété,0.46,2023,Services & Conseil aux entreprises,CIEL BLEU (PERENNE),MANAGER(S),0-5 M€,M&A Corporate,0-5
29 août 2024,ADVEO BENELUX,"Belgique |, Etranger",Distributeur en fournitures de bureau.,,N/A,N/A,PBS HOLDING AG,"GROUPE ADVEO (ADVEO FRA...
                                                    
                            ,                                                            
                                
                                                                                                                    SANDTON CAPITAL",0-20 M€,M&A (Int'l),0-20
29 août 2024,23HEURES59,"France |, Île-de-France",Conception et édition de carnets de méthodologie,,N/A,Services & Conseil aux entreprises,LIVEMENTOR,FONDATEUR(S),0-5 M€,M&A Corporate,0-5
28 août 2024,HO KARAN,"France |, Île-de-France",Marque de produits de soin à base de CBD,,N/A,"Santé, beauté et services associés",D-LAB,n.d.,0-5 M€,Retournement,0-5
28 août 2024,BCA TRAVAUX,"France |, Hauts-de-France","Entreprise de bâtiment spécialisée dans le gros œuvre, l’isolation thermique, la peinture sur façade et l’ouvrage d’art",3.50,2023,"Immobilier & construction, bâtiment","IRD INVEST, BTP CAPITAL INVESTISSEMENT",FONDATEUR(S),n.d.,MBO,n.d.
28 août 2024,IRRIMAX (IRRISEPT),"États-Unis |, Etranger",Irrigation antimicrobienne des plaies,,N/A,N/A,ARCHIMED GROUP,MANAGER(S),n.d.,Augmentation de capital,n.d.
27 août 2024,JUMPSQUARE,"Pays-Bas |, Etranger",Parcs de trampoline,35,2023,"Tourisme, hôtellerie/restauration, loisirs",EREN GROUPE,NORDIAN CAPITAL PARTNERS,20-50 M€,M&A (Int'l),20-50
27 août 2024,ALLWAYS TRANSPORT,"Pays-Bas |, Etranger",logistique de transport,,N/A,N/A,"SHARE LOGISTICS, BBL, GENEO CAPITAL ENTREPRENEUR",FONDATEUR(S),n.d.,Build-up international,n.d.
27 août 2024,SYNITI,"États-Unis |, Etranger",Logiciel et services de gestion des données d'entreprise.,,N/A,Logiciel et services informatiques,CAPGEMINI,BRIDGE GROWTH PARTNERS,n.d.,M&A (Int'l),n.d.
27 août 2024,KAMINO RETAIL,"France |, Île-de-France",Éditeur d'une suite de solutions permettant aux e-commerçants référençant des marques nationales de monétiser leur publicité en ligne,1.50,2024,Logiciel et services informatiques,"EQUATIV (EX SMART), BRIDGEPOINT DEVELOPMENT..., CAPITAL CROISSANCE, ADELIE","FONDATEUR(S)
                    
                                                ,                                                            
                                
                                                                                                                    50 PARTNERS CAPITAL
                                                    
                            ,                                                            
                                
                                                                                                                    BETTER ANGLE
                                                    
                            ,                                                            
                                                                        BUSINESS ANGEL(S)",0-20 M€,Build-up,0-20
27 août 2024,KIOSK,"France |, Île-de-France",Logiciel permettant la mise en conformité CSRD des entreprises,,N/A,Logiciel et services informatiques,,n/a,0-5 M€,Amorçage (seed),N/A
27 août 2024,QANTEV,"France |, Île-de-France",Application fondée sur l’IA à destination des assureurs de santé,,N/A,Logiciel et services informatiques,"BLOSSOM CAPITAL, ELAIA PARTNERS, OMNES CAPITAL, RAISE",n/a,50-150 M€,2e tour,N/A
27 août 2024,SB PAYSAGE,"France |, Nouvelle-Aquitaine","Expertise en génie écologique, élagage et fauchage mécanisé, travaux forestiers et valorisation bois énergie.",5,2023,Environnement & CleanTechs,"IDVERDE, CORE EQUITY HOLDINGS",FONDATEUR(S),n.d.,Build-up,n.d.
26 août 2024,AXWAY SOFTWARE,"France |, Auvergne-Rhône-Alpes",Éditeur de logiciels sur abonnement pour gestion de l'information interne et externe,319,2023,Logiciel et services informatiques,"EURONEXT (BOURSE), GROUPE SOPRA STERIA, SOPRA-GMT",n/a,478.90 M€,Augmentation de capital,N/A
26 août 2024,MOULIN DE HURTIGHEIM,"France |, Grand Est",Fabrication de farine artisanale,2,2023,N/A,,MANAGER(S),0-5 M€,M&A Corporate,0-5
26 août 2024,LONG LANE DELIVERIES,"Royaume-Uni |, Etranger",Transport frigorifique,,N/A,N/A,LANGDONS,FONDATEUR(S),n.d.,M&A (Int'l),n.d.
